[   1/1568] Verify package files        100% |  70.0   B/s |   1.5 KiB |  00m22s
[1229/1568] Installing xorg-x11-server- 100% |  41.7 MiB/s |   2.3 MiB |  00m00s
[1230/1568] Installing SDL3-0:3.2.16-1. 100% |  89.3 MiB/s |   2.7 MiB |  00m00s
[1231/1568] Installing sdl2-compat-0:2. 100% |  43.6 MiB/s | 401.4 KiB |  00m00s
[1232/1568] Installing sdl12-compat-0:1 100% |  27.5 MiB/s | 197.2 KiB |  00m00s
[1233/1568] Installing wxGTK-0:3.2.8-1. 100% | 105.9 MiB/s |  16.4 MiB |  00m00s
[1234/1568] Installing gegl04-0:0.4.62- 100% |  77.7 MiB/s |  13.0 MiB |  00m00s
[1235/1568] Installing libavdevice-0:7. 100% |  22.7 MiB/s | 163.0 KiB |  00m00s
[1236/1568] Installing wxGTK-gl-0:3.2.8 100% |  20.2 MiB/s | 103.3 KiB |  00m00s
[1237/1568] Installing SDL_image-0:1.2. 100% |   2.5 MiB/s |  88.5 KiB |  00m00s
[1238/1568] Installing libvisual-1:0.4. 100% |  11.3 MiB/s | 497.1 KiB |  00m00s
[1239/1568] Installing gstreamer1-plugi 100% |  53.1 MiB/s |   7.3 MiB |  00m00s
[1240/1568] Installing gstreamer1-plugi 100% |  46.8 MiB/s |   3.1 MiB |  00m00s
[1241/1568] Installing gtk4-0:4.18.6-1. 100% |  82.4 MiB/s |  26.2 MiB |  00m00s
[1242/1568] Installing libadwaita-0:1.7 100% |  35.7 MiB/s |   3.1 MiB |  00m00s
[1243/1568] Installing gnome-online-acc 100% |  51.4 MiB/s | 736.2 KiB |  00m00s
[1244/1568] Installing gnome-desktop4-0 100% |  28.0 MiB/s | 458.5 KiB |  00m00s
[1245/1568] Installing libnma-gtk4-0:1. 100% |  34.6 MiB/s | 354.0 KiB |  00m00s
[1246/1568] Installing webkit2gtk4.1-0: 100% |  96.3 MiB/s |  86.0 MiB |  00m01s
[1247/1568] Installing gstreamer1-plugi 100% |  59.0 MiB/s |   7.4 MiB |  00m00s
[1248/1568] Installing libportal-gtk4-0 100% |   5.6 MiB/s |  28.9 KiB |  00m00s
[1249/1568] Installing webkitgtk6.0-0:2 100% | 137.6 MiB/s |  86.0 MiB |  00m01s
[1250/1568] Installing evolution-data-s 100% |  87.4 MiB/s |   8.8 MiB |  00m00s
[1251/1568] Installing evolution-data-s 100% |  56.3 MiB/s |   8.7 MiB |  00m00s
[1252/1568] Installing gstreamer1-plugi 100% |  48.0 MiB/s |   9.6 MiB |  00m00s
[1253/1568] Installing spice-server-0:0 100% |  70.9 MiB/s |   1.1 MiB |  00m00s
[1254/1568] Installing qemu-ui-spice-co 100% |  14.7 MiB/s |  60.4 KiB |  00m00s
[1255/1568] Installing gstreamer1-plugi 100% |  21.1 MiB/s |  64.9 KiB |  00m00s
[1256/1568] Installing tecla-0:47.0-2.f 100% |   2.4 MiB/s | 145.7 KiB |  00m00s
[1257/1568] Installing gtksourceview5-0 100% |  26.1 MiB/s |   4.6 MiB |  00m00s
[1258/1568] Installing libgnome-games-s 100% |   4.2 MiB/s | 187.8 KiB |  00m00s
[1259/1568] Installing spice-glib-0:0.4 100% |  49.0 MiB/s |   1.2 MiB |  00m00s
[1260/1568] Installing spice-gtk3-0:0.4 100% |  34.5 MiB/s | 282.9 KiB |  00m00s
[1261/1568] Installing qemu-char-spice- 100% |   6.8 MiB/s |  21.0 KiB |  00m00s
[1262/1568] Installing gnome-bluetooth- 100% |  15.4 MiB/s |   1.0 MiB |  00m00s
[1263/1568] Installing gstreamer1-plugi 100% |  54.4 MiB/s | 780.4 KiB |  00m00s
[1264/1568] Installing gupnp-dlna-0:0.1 100% |   7.3 MiB/s | 367.5 KiB |  00m00s
[1265/1568] Installing xdg-desktop-port 100% |  17.2 MiB/s |   1.9 MiB |  00m00s
[1266/1568] Installing gstreamer1-plugi 100% |  13.8 MiB/s | 662.9 KiB |  00m00s
[1267/1568] Installing pipewire-gstream 100% |  27.7 MiB/s | 170.0 KiB |  00m00s
[1268/1568] Installing gst-editing-serv 100% |  25.6 MiB/s |   1.4 MiB |  00m00s
[1269/1568] Installing xdg-desktop-port 100% |   8.8 MiB/s | 477.2 KiB |  00m00s
[1270/1568] Installing xdg-desktop-port 100% |  13.8 MiB/s | 963.4 KiB |  00m00s
[1271/1568] Installing dleyna-server-0: 100% |  17.4 MiB/s | 213.3 KiB |  00m00s
[1272/1568] Installing qemu-ui-spice-ap 100% |   5.2 MiB/s |  16.0 KiB |  00m00s
[1273/1568] Installing libspelling-0:0. 100% |   6.2 MiB/s | 252.2 KiB |  00m00s
[1274/1568] Installing libreoffice-lang 100% |  28.2 MiB/s | 173.3 KiB |  00m00s
[1275/1568] Installing libreoffice-gtk3 100% |  40.3 MiB/s |   1.9 MiB |  00m00s
[1276/1568] Installing libreoffice-core 100% |  91.6 MiB/s | 285.9 MiB |  00m03s
[1277/1568] Installing libreoffice-pyun 100% |  33.5 MiB/s |   2.1 MiB |  00m00s
[1278/1568] Installing libreoffice-grap 100% |  59.8 MiB/s |   1.0 MiB |  00m00s
[1279/1568] Installing libreoffice-oglt 100% |  37.6 MiB/s | 308.2 KiB |  00m00s
[1280/1568] Installing qemu-audio-spice 100% |   5.3 MiB/s |  16.4 KiB |  00m00s
[1281/1568] Installing qemu-device-disp 100% |  21.8 MiB/s |  89.3 KiB |  00m00s
[1282/1568] Installing folks-1:0.15.9-3 100% |  40.0 MiB/s |   2.6 MiB |  00m00s
[1283/1568] Installing epiphany-runtime 100% |  43.3 MiB/s |   2.4 MiB |  00m00s
[1284/1568] Installing yelp-libs-2:42.2 100% |  27.0 MiB/s | 304.5 KiB |  00m00s
[1285/1568] Installing yelp-2:42.2-9.fc 100% |  15.5 MiB/s |   2.3 MiB |  00m00s
[1286/1568] Installing libgdata-0:0.18. 100% |  38.2 MiB/s |   1.9 MiB |  00m00s
[1287/1568] Installing msgraph-0:0.3.3- 100% |  18.5 MiB/s | 151.5 KiB |  00m00s
[1288/1568] Installing gvfs-goa-0:1.57. 100% |  10.9 MiB/s | 245.2 KiB |  00m00s
[1289/1568] Installing gnome-online-acc 100% |  25.1 MiB/s |   1.5 MiB |  00m00s
[1290/1568] Installing colord-gtk4-0:0. 100% |   8.9 MiB/s |  36.3 KiB |  00m00s
[1291/1568] Installing gcr-0:4.4.0.1-1. 100% |   2.6 MiB/s | 136.6 KiB |  00m00s
[1292/1568] Installing gtkmm4.0-0:4.18. 100% | 128.2 MiB/s |   5.4 MiB |  00m00s
[1293/1568] Installing libshumate-0:1.4 100% |  15.5 MiB/s | 589.1 KiB |  00m00s
[1294/1568] Installing vte291-gtk4-0:0. 100% |  58.0 MiB/s | 831.6 KiB |  00m00s
[1295/1568] Installing webkit2gtk4.0-0: 100% | 142.2 MiB/s |  80.6 MiB |  00m01s
[1296/1568] Installing webkit2-sharp-0: 100% |  50.0 MiB/s | 410.0 KiB |  00m00s
[1297/1568] Installing python3-gstreame 100% |  26.1 MiB/s | 374.1 KiB |  00m00s
[1298/1568] Installing libdmapsharing4- 100% |  44.9 MiB/s | 459.4 KiB |  00m00s
[1299/1568] Installing grilo-plugins-0: 100% |  32.4 MiB/s |   2.4 MiB |  00m00s
[1300/1568] Installing gstreamer1-plugi 100% |  31.2 MiB/s | 415.5 KiB |  00m00s
[1301/1568] Installing totem-video-thum 100% |   1.9 MiB/s |  58.9 KiB |  00m00s
[1302/1568] Installing qemu-audio-sdl-2 100% |   6.6 MiB/s |  20.4 KiB |  00m00s
[1303/1568] Installing SDL2_image-0:2.8 100% |   6.9 MiB/s | 211.6 KiB |  00m00s
[1304/1568] Installing qemu-ui-sdl-2:9. 100% |   8.9 MiB/s |  45.4 KiB |  00m00s
[1305/1568] Installing tslib-0:1.23-1.f 100% |   7.4 MiB/s | 432.4 KiB |  00m00s
[1306/1568] Installing qt6-qtbase-gui-0 100% | 122.4 MiB/s |  23.7 MiB |  00m00s
[1307/1568] Installing qt6-qtsvg-0:6.9. 100% |  38.9 MiB/s | 876.2 KiB |  00m00s
[1308/1568] Installing qt6-qtdeclarativ 100% |  65.1 MiB/s |  49.3 MiB |  00m01s
[1309/1568] Installing qt6-qtshadertool 100% |  67.6 MiB/s |   6.2 MiB |  00m00s
[1310/1568] Installing qt6-qt5compat-0: 100% |  53.3 MiB/s |   1.7 MiB |  00m00s
[1311/1568] Installing mlt-qt5-0:7.32.0 100% |  91.0 MiB/s |   3.6 MiB |  00m00s
[1312/1568] Installing mlt-0:7.32.0-1.f 100% |  16.1 MiB/s |   3.1 MiB |  00m00s
[1313/1568] Installing mlt-qt6-0:7.32.0 100% | 101.5 MiB/s |   3.8 MiB |  00m00s
[1314/1568] Installing synfig-0:1.5.3-2 100% |  65.0 MiB/s |  10.9 MiB |  00m00s
[1315/1568] Installing clutter-gtk-0:1. 100% |  10.6 MiB/s | 119.7 KiB |  00m00s
[1316/1568] Installing gnome-keyring-pa 100% |   7.9 MiB/s |  32.2 KiB |  00m00s
[1317/1568] Installing qemu-ui-gtk-2:9. 100% |  15.4 MiB/s |  79.0 KiB |  00m00s
[1318/1568] Installing qemu-system-x86- 100% | 121.1 KiB/s | 124.0   B |  00m00s
[1319/1568] Installing qemu-kvm-2:9.2.4 100% | 121.1 KiB/s | 124.0   B |  00m00s
[1320/1568] Installing libvirt-daemon-k 100% |  60.5 KiB/s | 124.0   B |  00m00s
[1321/1568] Installing NetworkManager-s 100% |   5.7 MiB/s | 233.6 KiB |  00m00s
[1322/1568] Installing xdg-user-dirs-gt 100% |   2.7 MiB/s | 219.0 KiB |  00m00s
[1323/1568] Installing system-config-pr 100% |  44.2 MiB/s |   6.2 MiB |  00m00s
[1324/1568] Installing abrt-gui-libs-0: 100% |   5.7 MiB/s |  35.3 KiB |  00m00s
[1325/1568] Installing colord-gtk-0:0.3 100% |   2.0 MiB/s |  77.3 KiB |  00m00s
[1326/1568] Installing osm-gps-map-0:1. 100% |  17.3 MiB/s | 124.2 KiB |  00m00s
[1327/1568] Installing python3-matplotl 100% |   1.1 MiB/s |  69.6 KiB |  00m00s
[1328/1568] Installing gnuplot-common-0 100% |  57.3 MiB/s |   1.8 MiB |  00m00s
[1329/1568] Installing gnuplot-0:6.0.1- 100% |  37.6 MiB/s |   2.0 MiB |  00m00s
[1330/1568] Installing inih-cpp-0:58-3. 100% |   5.6 MiB/s |  28.6 KiB |  00m00s
[1331/1568] Installing exiv2-libs-0:0.2 100% |  97.6 MiB/s |   2.8 MiB |  00m00s
[1332/1568] Installing libgexiv2-0:0.14 100% |  27.4 MiB/s | 281.0 KiB |  00m00s
[1333/1568] Installing gimp-libs-2:3.0. 100% |  82.8 MiB/s |   4.4 MiB |  00m00s
[1334/1568] Installing hugin-base-0:202 100% |  86.3 MiB/s |  21.9 MiB |  00m00s
[1335/1568] Installing poppler-data-0:0 100% |  79.9 MiB/s |  12.4 MiB |  00m00s
[1336/1568] Installing poppler-0:25.02. 100% |  92.9 MiB/s |   3.7 MiB |  00m00s
[1337/1568] Installing poppler-glib-0:2 100% |  49.9 MiB/s | 613.3 KiB |  00m00s
[1338/1568] Installing evince-libs-0:48 100% |  44.3 MiB/s |   1.2 MiB |  00m00s
[1339/1568] Installing libreoffice-pdfi 100% |  43.6 MiB/s | 579.7 KiB |  00m00s
[1340/1568] Installing gdal-libs-0:3.10 100% |  76.3 MiB/s |  30.0 MiB |  00m00s
[1341/1568] Installing opencv-imgcodecs 100% |  25.2 MiB/s | 515.3 KiB |  00m00s
[1342/1568] Installing opencv-videoio-0 100% |  33.2 MiB/s | 850.3 KiB |  00m00s
[1343/1568] Installing OpenImageIO-1:2. 100% |  69.0 MiB/s |  10.2 MiB |  00m00s
[1344/1568] Installing openshadinglangu 100% |  47.7 MiB/s |   3.9 MiB |  00m00s
[1345/1568] Installing usd-libs-0:25.02 100% | 113.4 MiB/s |  44.0 MiB |  00m00s
[1346/1568] Installing luxcorerender-co 100% | 145.2 MiB/s |  70.4 MiB |  00m00s
[1347/1568] Installing luxcorerender-0: 100% |   4.2 MiB/s |  12.9 KiB |  00m00s
[1348/1568] Installing gmic-0:3.5.2-7.f 100% | 119.1 MiB/s |  25.5 MiB |  00m00s
[1349/1568] Installing gstreamer1-plugi 100% |  24.4 MiB/s | 250.3 KiB |  00m00s
[1350/1568] Installing liblas-0:1.8.2-0 100% |  58.0 MiB/s | 949.8 KiB |  00m00s
[1351/1568] Installing OpenSceneGraph-l 100% |  95.9 MiB/s |  25.4 MiB |  00m00s
[1352/1568] Installing scribus-0:1.6.3- 100% |  88.8 MiB/s |  77.4 MiB |  00m01s
[1353/1568] Installing libreoffice-writ 100% |  83.2 MiB/s |  12.1 MiB |  00m00s
[1354/1568] Installing evince-previewer 100% |   2.1 MiB/s |  69.8 KiB |  00m00s
[1355/1568] Installing evince-thumbnail 100% | 659.3 KiB/s |  21.8 KiB |  00m00s
[1356/1568] Installing inkscape-libs-0: 100% | 109.2 MiB/s |  25.1 MiB |  00m00s
[1357/1568] Installing inkscape-0:1.4.2 100% |  71.9 MiB/s | 146.9 MiB |  00m02s
[1358/1568] Installing poppler-qt5-0:25 100% |  26.0 MiB/s | 693.0 KiB |  00m00s
[1359/1568] Installing krita-0:5.2.11-1 100% | 107.0 MiB/s | 136.8 MiB |  00m01s
[1360/1568] Installing krita-libs-0:5.2 100% | 121.0 MiB/s |  33.4 MiB |  00m00s
[1361/1568] Installing poppler-cpp-0:25 100% |  21.3 MiB/s | 130.9 KiB |  00m00s
[1362/1568] Installing poppler-utils-0: 100% |  15.1 MiB/s | 774.4 KiB |  00m00s
[1363/1568] Installing python3-humanize 100% |   6.4 MiB/s | 241.0 KiB |  00m00s
[1364/1568] Installing gnome-abrt-1:1.4 100% |   7.3 MiB/s | 558.5 KiB |  00m00s
[1365/1568] Installing abrt-gui-0:2.17. 100% |   2.1 MiB/s | 101.6 KiB |  00m00s
[1366/1568] Installing color-filesystem 100% |  20.5 KiB/s |   1.2 KiB |  00m00s
>>> Running sysusers scriptlet: colord-0:1.4.7-6.fc42.x86_64                    
>>> Finished sysusers scriptlet: colord-0:1.4.7-6.fc42.x86_64                   
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'colord' with GID 963.                                       
>>> Creating user 'colord' (User for colord) with UID 963 and GID 963.          
>>>                                                                             
[1367/1568] Installing colord-0:1.4.7-6 100% |  12.2 MiB/s |   1.7 MiB |  00m00s
[1368/1568] Installing gnome-settings-d 100% |  33.7 MiB/s |   6.2 MiB |  00m00s
[1369/1568] Installing libcupsfilters-1 100% |  40.8 MiB/s |   1.6 MiB |  00m00s
[1370/1568] Installing cups-1:2.4.12-3. 100% |  18.9 MiB/s |   8.3 MiB |  00m00s
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] user lp does not exist - using root                                   
>>> [RPM] group sys does not exist - using root                                 
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> [RPM] group lp does not exist - using root                                  
>>> Running %post scriptlet: cups-1:2.4.12-3.fc42.x86_64                        
>>> Finished %post scriptlet: cups-1:2.4.12-3.fc42.x86_64                       
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/cups.path' 
>>> Created symlink '/etc/systemd/system/sockets.target.wants/cups.socket' 
>>>                                                                             
[1371/1568] Installing libppd-1:2.1.1-1 100% |  39.9 MiB/s | 734.9 KiB |  00m00s
[1372/1568] Installing cups-filters-1:2 100% |  11.6 MiB/s | 963.6 KiB |  00m00s
[1373/1568] Installing gnome-control-ce 100% |  68.3 MiB/s |  23.2 MiB |  00m00s
[1374/1568] Installing mutter-0:48.4-1. 100% |  52.3 MiB/s |  12.9 MiB |  00m00s
>>> Running sysusers scriptlet: gdm-1:48.0-3.fc42.x86_64                        
>>> Finished sysusers scriptlet: gdm-1:48.0-3.fc42.x86_64                       
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'gdm' with GID 42.                                           
>>> Creating user 'gdm' (GNOME Display Manager) with UID 42 and GID 42.         
>>>                                                                             
[1375/1568] Installing gdm-1:48.0-3.fc4 100% |  24.7 MiB/s |   5.0 MiB |  00m00s
>>> Running %post scriptlet: gdm-1:48.0-3.fc42.x86_64                           
>>> Finished %post scriptlet: gdm-1:48.0-3.fc42.x86_64                          
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/display-manager.service' 
>>>                                                                             
[1376/1568] Installing gnome-shell-0:48 100% |  40.3 MiB/s |  14.5 MiB |  00m00s
[1377/1568] Installing gnome-session-wa 100% |   5.3 MiB/s |  16.4 KiB |  00m00s
[1378/1568] Installing gnome-shell-exte 100% |  12.1 MiB/s | 617.3 KiB |  00m00s
[1379/1568] Installing gnome-shell-exte 100% |   7.5 MiB/s |  23.2 KiB |  00m00s
[1380/1568] Installing gnome-shell-exte 100% |   1.1 MiB/s |   2.2 KiB |  00m00s
[1381/1568] Installing gnome-shell-exte 100% |   7.0 MiB/s |  21.6 KiB |  00m00s
[1382/1568] Installing gnome-shell-exte 100% |  16.1 MiB/s |  82.3 KiB |  00m00s
[1383/1568] Installing libiptcdata-0:1. 100% |   4.3 MiB/s | 174.9 KiB |  00m00s
[1384/1568] Installing libcue-0:2.3.0-1 100% |  12.7 MiB/s |  91.3 KiB |  00m00s
[1385/1568] Installing exempi-0:2.6.4-7 100% |  26.9 MiB/s |   1.4 MiB |  00m00s
[1386/1568] Installing localsearch-0:3. 100% |  21.5 MiB/s |   3.9 MiB |  00m00s
[1387/1568] Installing nautilus-0:48.3- 100% |  64.7 MiB/s |  13.7 MiB |  00m00s
[1388/1568] Installing mozilla-filesyst 100% | 474.6 KiB/s |   1.9 KiB |  00m00s
[1389/1568] Installing rit-rachana-font 100% |  80.4 MiB/s |   1.5 MiB |  00m00s
[1390/1568] Installing stix-fonts-0:2.1 100% |  89.7 MiB/s |   3.2 MiB |  00m00s
[1391/1568] Installing google-noto-colo 100% | 135.3 MiB/s |  10.1 MiB |  00m00s
[1392/1568] Installing google-noto-seri 100% | 105.7 MiB/s |  54.8 MiB |  00m01s
[1393/1568] Installing google-noto-sans 100% |  69.1 MiB/s |  31.2 MiB |  00m00s
[1394/1568] Installing google-noto-sans 100% | 125.3 MiB/s |  30.4 MiB |  00m00s
[1395/1568] Installing python3-inotify- 100% |   8.0 MiB/s | 296.6 KiB |  00m00s
[1396/1568] Installing python3-canberra 100% |  13.6 MiB/s |  55.8 KiB |  00m00s
[1397/1568] Installing rsms-inter-fonts 100% | 135.5 MiB/s |  14.4 MiB |  00m00s
[1398/1568] Installing blender-1:4.5.0- 100% | 128.8 MiB/s | 238.2 MiB |  00m02s
[1399/1568] Installing YafaRay-blender- 100% |  52.3 MiB/s |   1.9 MiB |  00m00s
[1400/1568] Installing pitivi-0:2023.03 100% |  35.4 MiB/s |  11.7 MiB |  00m00s
[1401/1568] Installing default-fonts-cj 100% | 239.6 KiB/s | 736.0   B |  00m00s
[1402/1568] Installing default-fonts-cj 100% | 675.8 KiB/s |   3.4 KiB |  00m00s
[1403/1568] Installing default-fonts-cj 100% | 357.4 KiB/s | 732.0   B |  00m00s
[1404/1568] Installing default-fonts-co 100% | 318.4 KiB/s | 652.0   B |  00m00s
[1405/1568] Installing default-fonts-co 100% | 316.4 KiB/s | 648.0   B |  00m00s
[1406/1568] Installing default-fonts-ot 100% | 222.7 KiB/s | 684.0   B |  00m00s
[1407/1568] Installing gnome-browser-co 100% |   2.7 MiB/s | 130.5 KiB |  00m00s
[1408/1568] Installing gnome-classic-se 100% | 274.2 KiB/s |  17.8 KiB |  00m00s
>>> Running sysusers scriptlet: gnome-initial-setup-0:48.1-1.fc42.x86_64        
>>> Finished sysusers scriptlet: gnome-initial-setup-0:48.1-1.fc42.x86_64       
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'gnome-initial-setup' with GID 962.                          
>>> Creating user 'gnome-initial-setup' (GNOME Initial Setup) with UID 962 and G
>>>                                                                             
[1409/1568] Installing gnome-initial-se 100% |  23.6 MiB/s |   1.8 MiB |  00m00s
[1410/1568] Installing cups-browsed-1:2 100% |   4.8 MiB/s | 399.6 KiB |  00m00s
[1411/1568] Installing bluez-cups-0:5.8 100% |   6.8 MiB/s |  48.8 KiB |  00m00s
[1412/1568] Installing gutenprint-cups- 100% |   3.8 MiB/s |   1.1 MiB |  00m00s
[1413/1568] Installing hplip-0:3.25.2-5 100% |  52.5 MiB/s |  29.5 MiB |  00m01s
>>> [RPM] group lp does not exist - using root                                  
[1414/1568] Installing colord-extra-pro 100% |  10.9 MiB/s |  78.3 KiB |  00m00s
[1415/1568] Installing abrt-desktop-0:2 100% |  60.5 KiB/s | 124.0   B |  00m00s
[1416/1568] Installing inkscape-psd-0:0 100% |   8.1 MiB/s |  49.9 KiB |  00m00s
[1417/1568] Installing inkscape-svg2tik 100% | 121.3 KiB/s |   1.9 KiB |  00m00s
[1418/1568] Installing evince-0:48.1-1. 100% |  15.2 MiB/s |  10.9 MiB |  00m01s
[1419/1568] Installing libreoffice-emai 100% |   9.9 MiB/s |  30.3 KiB |  00m00s
[1420/1568] Installing scribus-generato 100% |  44.6 MiB/s |   3.7 MiB |  00m00s
[1421/1568] Installing gmic-gimp-0:3.5. 100% |  81.0 MiB/s |  22.2 MiB |  00m00s
[1422/1568] Installing blender-luxcorer 100% |  51.7 MiB/s |  14.2 MiB |  00m00s
[1423/1568] Installing libreoffice-calc 100% | 106.0 MiB/s |  26.5 MiB |  00m00s
[1424/1568] Installing libreoffice-impr 100% |  19.1 MiB/s | 801.6 KiB |  00m00s
[1425/1568] Installing sushi-0:46.0-3.f 100% |   5.6 MiB/s | 432.3 KiB |  00m00s
[1426/1568] Installing evince-djvu-0:48 100% |   3.9 MiB/s |  63.7 KiB |  00m00s
[1427/1568] Installing gimp-2:3.0.4-5.f 100% |  76.9 MiB/s | 104.7 MiB |  00m01s
[1428/1568] Installing pdfarranger-0:1. 100% |  19.1 MiB/s |   1.4 MiB |  00m00s
[1429/1568] Installing xournalpp-0:1.2. 100% |  45.2 MiB/s |   5.2 MiB |  00m00s
[1430/1568] Installing hugin-0:2024.0.0 100% |  53.6 MiB/s |  15.4 MiB |  00m00s
[1431/1568] Installing shotwell-0:0.32. 100% |  45.2 MiB/s |  14.4 MiB |  00m00s
[1432/1568] Installing entangle-0:3.0-9 100% |  23.0 MiB/s |   3.0 MiB |  00m00s
[1433/1568] Installing darktable-0:5.2. 100% |  51.8 MiB/s |  34.8 MiB |  00m01s
[1434/1568] Installing darktable-tools- 100% |   8.5 MiB/s |  52.4 KiB |  00m00s
[1435/1568] Installing system-config-pr 100% |   7.1 MiB/s |  50.8 KiB |  00m00s
[1436/1568] Installing NetworkManager-s 100% |  13.1 MiB/s | 175.0 KiB |  00m00s
[1437/1568] Installing gnome-boxes-0:48 100% |  15.8 MiB/s |   6.0 MiB |  00m00s
[1438/1568] Installing quadrapassel-0:4 100% |   8.5 MiB/s |   1.2 MiB |  00m00s
[1439/1568] Installing synfigstudio-0:1 100% |  63.8 MiB/s |  17.3 MiB |  00m00s
[1440/1568] Installing totem-1:43.2-1.f 100% |  18.8 MiB/s |   6.4 MiB |  00m00s
[1441/1568] Installing sparkleshare-0:3 100% |   7.0 MiB/s | 695.9 KiB |  00m00s
[1442/1568] Installing ptyxis-0:48.4-2. 100% |  10.6 MiB/s |   1.8 MiB |  00m00s
[1443/1568] Installing gnome-maps-0:48. 100% |  31.8 MiB/s |   5.7 MiB |  00m00s
[1444/1568] Installing gnome-system-mon 100% |  19.3 MiB/s |   5.2 MiB |  00m00s
[1445/1568] Installing gnome-software-0 100% |  54.2 MiB/s |  14.4 MiB |  00m00s
[1446/1568] Installing gnome-contacts-0 100% |  21.6 MiB/s |   2.2 MiB |  00m00s
[1447/1568] Installing gnome-text-edito 100% |  17.2 MiB/s |   2.4 MiB |  00m00s
[1448/1568] Installing rygel-0:0.44.2-1 100% |  31.3 MiB/s |   4.5 MiB |  00m00s
[1449/1568] Installing gstreamer1-plugi 100% |  21.9 MiB/s | 223.9 KiB |  00m00s
[1450/1568] Installing snapshot-0:48.0. 100% |  44.3 MiB/s |   4.6 MiB |  00m00s
[1451/1568] Installing gnome-bluetooth- 100% |   2.7 MiB/s | 101.9 KiB |  00m00s
[1452/1568] Installing virt-manager-0:5 100% |  30.9 MiB/s |   3.6 MiB |  00m00s
[1453/1568] Installing virt-viewer-0:11 100% |  15.0 MiB/s |   1.2 MiB |  00m00s
[1454/1568] Installing gnome-mines-0:48 100% |   8.0 MiB/s |   1.4 MiB |  00m00s
[1455/1568] Installing gnome-nibbles-0: 100% |  12.0 MiB/s |   2.1 MiB |  00m00s
[1456/1568] Installing swell-foop-0:48. 100% |   9.5 MiB/s |   1.6 MiB |  00m00s
[1457/1568] Installing gnome-calculator 100% |  19.1 MiB/s |   7.0 MiB |  00m00s
[1458/1568] Installing vlc-plugin-gstre 100% |   8.7 MiB/s |  44.8 KiB |  00m00s
[1459/1568] Installing gnome-calendar-0 100% |  25.3 MiB/s |   2.4 MiB |  00m00s
[1460/1568] Installing NetworkManager-o 100% |  14.7 MiB/s | 165.1 KiB |  00m00s
[1461/1568] Installing NetworkManager-o 100% |  35.2 MiB/s | 360.2 KiB |  00m00s
[1462/1568] Installing NetworkManager-p 100% |  16.3 MiB/s | 150.0 KiB |  00m00s
[1463/1568] Installing NetworkManager-v 100% |  14.4 MiB/s | 147.3 KiB |  00m00s
[1464/1568] Installing gnome-clocks-0:4 100% |  10.8 MiB/s |   1.8 MiB |  00m00s
[1465/1568] Installing gnome-characters 100% |  27.1 MiB/s |   2.8 MiB |  00m00s
[1466/1568] Installing gnome-logs-0:45. 100% |  11.4 MiB/s |   1.5 MiB |  00m00s
[1467/1568] Installing gnome-font-viewe 100% |  11.5 MiB/s |   1.2 MiB |  00m00s
[1468/1568] Installing gnome-weather-0: 100% |   8.2 MiB/s | 798.8 KiB |  00m00s
[1469/1568] Installing gnome-chess-0:48 100% |  18.0 MiB/s |   2.9 MiB |  00m00s
[1470/1568] Installing gnome-robots-0:4 100% |  30.0 MiB/s |   7.5 MiB |  00m00s
[1471/1568] Installing simple-scan-0:48 100% |  20.8 MiB/s |   5.7 MiB |  00m00s
[1472/1568] Installing baobab-0:48.0-2. 100% |   9.3 MiB/s |   1.7 MiB |  00m00s
[1473/1568] Installing loupe-0:48.1-1.f 100% |  41.5 MiB/s |   8.3 MiB |  00m00s
[1474/1568] Installing gnome-mahjongg-0 100% |  23.3 MiB/s |   3.8 MiB |  00m00s
[1475/1568] Installing gnome-sudoku-1:4 100% |   9.7 MiB/s |   1.7 MiB |  00m00s
[1476/1568] Installing lightsoff-0:48.1 100% |   8.3 MiB/s |   1.2 MiB |  00m00s
[1477/1568] Installing gstreamer1-plugi 100% |  23.3 MiB/s | 429.7 KiB |  00m00s
[1478/1568] Installing gstreamer1-plugi 100% |  11.3 MiB/s |  69.6 KiB |  00m00s
[1479/1568] Installing gstreamer1-plugi 100% |  48.1 MiB/s | 541.4 KiB |  00m00s
